"","Year","Pop","CPI","ISO","R.Pop","U.Pop","R.CPI","U.CPI"
"3325",2001,"23.6989",NA,"MYS",NA,NA,NA,NA
"3326",2000,"23.1856",NA,"MYS",NA,NA,NA,NA
"3327",1999,"22.6563",NA,"MYS",NA,NA,NA,NA
"3328",1998,"22.1135",NA,"MYS",NA,NA,NA,NA
"3329",1997,"21.5653",0.710008,"MYS",NA,NA,NA,NA
"3330",1996,"21.0233",NA,"MYS",NA,NA,NA,NA
"3331",1995,"20.4956",0.668281,"MYS",NA,NA,NA,NA
"3332",1994,"19.9869",NA,"MYS",NA,NA,NA,NA
"3333",1993,"19.495",NA,"MYS",NA,NA,NA,NA
"3334",1992,"19.0127",0.601518,"MYS",NA,NA,NA,NA
"3335",1991,"18.5295",NA,"MYS",NA,NA,NA,NA
"3336",1990,"18.0383",NA,"MYS",NA,NA,NA,NA
"3337",1989,"17.536",0.536134,"MYS",NA,NA,NA,NA
"3338",1988,"17.0276",NA,"MYS",NA,NA,NA,NA
"3339",1987,"16.5251",0.511439,"MYS",NA,NA,NA,NA
"3340",1986,"16.045",NA,"MYS",NA,NA,NA,NA
"3341",1985,"15.5989",NA,"MYS",NA,NA,NA,NA
"3342",1984,"15.1916",0.501548,"MYS",NA,NA,NA,NA
"3343",1983,"14.8186",NA,"MYS",NA,NA,NA,NA
"3344",1982,"14.4706",NA,"MYS",NA,NA,NA,NA
"3345",1981,"14.1338",NA,"MYS",NA,NA,NA,NA
"3346",1980,"13.7981",NA,"MYS",NA,NA,NA,NA
"3347",2017,"0.423",NA,"MDV",NA,NA,NA,NA
"3348",2016,"0.417492",NA,"MDV",NA,NA,NA,NA
"3349",2015,"0.409163",NA,"MDV",NA,NA,NA,NA
"3350",2014,"0.401",NA,"MDV",NA,NA,NA,NA
"3351",2013,"0.393",NA,"MDV",NA,NA,NA,NA
"3352",2012,"0.385",NA,"MDV",NA,NA,NA,NA
"3353",2011,"0.377",NA,"MDV",NA,NA,NA,NA
"3354",2010,"0.367",NA,"MDV",NA,NA,NA,NA
"3355",2009,"0.36",0.872654,"MDV",NA,NA,NA,NA
"3356",2008,"0.362",NA,"MDV",NA,NA,NA,NA
"3357",2007,"0.349",NA,"MDV",NA,NA,NA,NA
"3358",2006,"0.333",NA,"MDV",NA,NA,NA,NA
"3359",2005,"0.321",NA,"MDV",NA,NA,NA,NA
"3360",2004,"0.312",NA,"MDV",NA,NA,NA,NA
"3361",2003,"0.304",NA,"MDV",NA,NA,NA,NA
"3362",2002,"0.297",0.665765,"MDV",NA,NA,NA,NA
"3363",2001,"0.292",NA,"MDV",NA,NA,NA,NA
"3364",2000,"0.286",NA,"MDV",NA,NA,NA,NA
"3365",1999,"0.28",NA,"MDV",NA,NA,NA,NA
"3366",1998,"0.271",NA,"MDV",NA,NA,NA,NA
"3367",1997,"0.264",NA,"MDV",NA,NA,NA,NA
"3368",1996,"0.262",NA,"MDV",NA,NA,NA,NA
"3369",1995,"0.255",NA,"MDV",NA,NA,NA,NA
"3370",1994,"0.245",NA,"MDV",NA,NA,NA,NA
"3371",1993,"0.242",NA,"MDV",NA,NA,NA,NA
"3372",1992,"0.234",NA,"MDV",NA,NA,NA,NA
"3373",1991,"0.227",NA,"MDV",NA,NA,NA,NA
"3374",1990,"0.218",NA,"MDV",NA,NA,NA,NA
"3375",1989,"0.216595",NA,"MDV",NA,NA,NA,NA
"3376",1988,"0.209885",NA,"MDV",NA,NA,NA,NA
"3377",1987,"0.203124",NA,"MDV",NA,NA,NA,NA
"3378",1986,"0.196357",NA,"MDV",NA,NA,NA,NA
"3379",1985,"0.189637",NA,"MDV",NA,NA,NA,NA
"3380",1984,"0.182953",NA,"MDV",NA,NA,NA,NA
"3381",1983,"0.176356",NA,"MDV",NA,NA,NA,NA
"3382",1982,"0.16996",NA,"MDV",NA,NA,NA,NA
"3383",1981,"0.163935",NA,"MDV",NA,NA,NA,NA
"3384",1980,"0.158385",NA,"MDV",NA,NA,NA,NA
"3385",2017,"18.542",NA,"MLI",NA,NA,NA,NA
"3386",2016,"17.9948",NA,"MLI",NA,NA,NA,NA
"3387",2015,"17.4679",NA,"MLI",NA,NA,NA,NA
"3388",2014,"16.9628",NA,"MLI",NA,NA,NA,NA
"3389",2013,"16.4778",NA,"MLI",NA,NA,NA,NA
"3390",2012,"16.0067",NA,"MLI",NA,NA,NA,NA
"3391",2011,"15.541",NA,"MLI",NA,NA,NA,NA
"3392",2010,"15.0751",NA,"MLI",NA,NA,NA,NA
"3393",2009,"14.6066",0.971064,"MLI",NA,NA,NA,NA
"3394",2008,"14.1382",NA,"MLI",NA,NA,NA,NA
"3395",2007,"13.6756",NA,"MLI",NA,NA,NA,NA
"3396",2006,"13.2271",0.847649,"MLI",NA,NA,NA,NA
"3397",2005,"12.7988",NA,"MLI",NA,NA,NA,NA
"3398",2004,"12.3919",NA,"MLI",NA,NA,NA,NA
"3399",2003,"12.0051",NA,"MLI",NA,NA,NA,NA
"3400",2002,"11.6389",NA,"MLI",NA,NA,NA,NA
"3401",2001,"11.2933",0.784539,"MLI",NA,NA,NA,NA
"3402",2000,"10.9677",NA,"MLI",NA,NA,NA,NA
"3403",1999,"10.6637",NA,"MLI",NA,NA,NA,NA
"3404",1998,"10.3808",NA,"MLI",NA,NA,NA,NA
"3405",1997,"10.1141",NA,"MLI",NA,NA,NA,NA
"3406",1996,"9.85681",NA,"MLI",NA,NA,NA,NA
"3407",1995,"9.60445",NA,"MLI",NA,NA,NA,NA
"3408",1994,"9.35339",0.602752,"MLI",NA,NA,NA,NA
"3409",1993,"9.10547",NA,"MLI",NA,NA,NA,NA
"3410",1992,"8.86826",NA,"MLI",NA,NA,NA,NA
"3411",1991,"8.65251",NA,"MLI",NA,NA,NA,NA
"3412",1990,"8.46519",NA,"MLI",NA,NA,NA,NA
"3413",1989,"8.30953",NA,"MLI",NA,NA,NA,NA
"3414",1988,"8.18073",NA,"MLI",NA,NA,NA,NA
"3415",1987,"8.06776",NA,"MLI",NA,NA,NA,NA
"3416",1986,"7.95516",NA,"MLI",NA,NA,NA,NA
"3417",1985,"7.83189",NA,"MLI",NA,NA,NA,NA
"3418",1984,"7.69367",NA,"MLI",NA,NA,NA,NA
"3419",1983,"7.54374",NA,"MLI",NA,NA,NA,NA
"3420",1982,"7.38766",NA,"MLI",NA,NA,NA,NA
"3421",1981,"7.2343",NA,"MLI",NA,NA,NA,NA
"3422",1980,"7.09013",NA,"MLI",NA,NA,NA,NA
"3423",2017,"0.439",NA,"MLT",NA,NA,NA,NA
"3424",2016,"0.436947",NA,"MLT",NA,NA,NA,NA
"3425",2015,"0.431874",1.05295,"MLT",NA,NA,NA,NA
"3426",2014,"0.427364",1.04149,"MLT",NA,NA,NA,NA
"3427",2013,"0.423374",1.03826,"MLT",NA,NA,NA,NA
"3428",2012,"0.419455",1.02418,"MLT",NA,NA,NA,NA
"3429",2011,"0.416268",1,"MLT",NA,NA,NA,NA
"3430",2010,"0.414508",0.973502,"MLT",NA,NA,NA,NA
"3431",2009,"0.412477",0.958956,"MLT",NA,NA,NA,NA
"3432",2008,"0.409379",0.939367,"MLT",NA,NA,NA,NA
"3433",2007,"0.406724",0.901013,"MLT",NA,NA,NA,NA
"3434",2006,"0.405308",0.889878,"MLT",NA,NA,NA,NA
"3435",2005,"0.403834",NA,"MLT",NA,NA,NA,NA
"3436",2004,"0.401268",NA,"MLT",NA,NA,NA,NA
"3437",2003,"0.398582",NA,"MLT",NA,NA,NA,NA
"3438",2002,"0.395969",NA,"MLT",NA,NA,NA,NA
"3439",2001,"0.393028",NA,"MLT",NA,NA,NA,NA
"3440",2000,"0.390087",NA,"MLT",NA,NA,NA,NA
"3441",1999,"0.387578",NA,"MLT",NA,NA,NA,NA
"3442",1998,"0.385287",NA,"MLT",NA,NA,NA,NA
"3443",1997,"0.382791",NA,"MLT",NA,NA,NA,NA
"3444",1996,"0.379905",NA,"MLT",NA,NA,NA,NA
"3445",1995,"0.377419",NA,"MLT",NA,NA,NA,NA
"3446",1994,"0.374797",NA,"MLT",NA,NA,NA,NA
"3447",1993,"0.371308",NA,"MLT",NA,NA,NA,NA
"3448",1992,"0.367618",NA,"MLT",NA,NA,NA,NA
"3449",1991,"0.363845",NA,"MLT",NA,NA,NA,NA
"3450",1990,"0.35417",NA,"MLT",NA,NA,NA,NA
"3451",1989,"0.350722",NA,"MLT",NA,NA,NA,NA
"3452",1988,"0.347325",NA,"MLT",NA,NA,NA,NA
"3453",1987,"0.344485",NA,"MLT",NA,NA,NA,NA
"3454",1986,"0.342121",NA,"MLT",NA,NA,NA,NA
"3455",1985,"0.336452",NA,"MLT",NA,NA,NA,NA
"3456",1984,"0.330593",NA,"MLT",NA,NA,NA,NA
"3457",1983,"0.330524",NA,"MLT",NA,NA,NA,NA
"3458",1982,"0.325898",NA,"MLT",NA,NA,NA,NA
"3459",1981,"0.318982",NA,"MLT",NA,NA,NA,NA
"3460",1980,"0.316645",NA,"MLT",NA,NA,NA,NA
"3461",2017,"4.42",NA,"MRT",NA,NA,NA,NA
"3462",2016,"4.30102",NA,"MRT",NA,NA,NA,NA
"3463",2015,"4.18234",NA,"MRT",NA,NA,NA,NA
"3464",2014,"4.06392",1.13132,"MRT",NA,NA,NA,NA
"3465",2013,"3.94617",NA,"MRT",NA,NA,NA,NA
"3466",2012,"3.83024",NA,"MRT",NA,NA,NA,NA
"3467",2011,"3.71767",NA,"MRT",NA,NA,NA,NA
"3468",2010,"3.60954",NA,"MRT",NA,NA,NA,NA
"3469",2009,"3.50629",NA,"MRT",NA,NA,NA,NA
"3470",2008,"3.40754",0.871276,"MRT",NA,NA,NA,NA
"3471",2007,"3.31267",NA,"MRT",NA,NA,NA,NA
"3472",2006,"3.22065",NA,"MRT",NA,NA,NA,NA
"3473",2005,"3.13072",NA,"MRT",NA,NA,NA,NA
"3474",2004,"3.04282",0.635267,"MRT",NA,NA,NA,NA
"3475",2003,"2.95712",NA,"MRT",NA,NA,NA,NA
"3476",2002,"2.87323",NA,"MRT",NA,NA,NA,NA
"3477",2001,"2.79073",NA,"MRT",NA,NA,NA,NA
"3478",2000,"2.70936",0.503143,"MRT",NA,NA,NA,NA
"3479",1999,"2.6288",NA,"MRT",NA,NA,NA,NA
"3480",1998,"2.54922",NA,"MRT",NA,NA,NA,NA
"3481",1997,"2.4716",NA,"MRT",NA,NA,NA,NA
"3482",1996,"2.39725",NA,"MRT",NA,NA,NA,NA
"3483",1995,"2.32708",0.406275,"MRT",NA,NA,NA,NA
"3484",1994,"2.2614",NA,"MRT",NA,NA,NA,NA
"3485",1993,"2.19979",0.356687,"MRT",NA,NA,NA,NA
"3486",1992,"2.14145",NA,"MRT",NA,NA,NA,NA
"3487",1991,"2.0852",NA,"MRT",NA,NA,NA,NA
"3488",1990,"2.03014",NA,"MRT",NA,NA,NA,NA
"3489",1989,"1.97603",NA,"MRT",NA,NA,NA,NA
"3490",1988,"1.923",NA,"MRT",NA,NA,NA,NA
"3491",1987,"1.87098",0.229817,"MRT",NA,NA,NA,NA
"3492",1986,"1.81995",NA,"MRT",NA,NA,NA,NA
"3493",1985,"1.76994",NA,"MRT",NA,NA,NA,NA
"3494",1984,"1.72081",NA,"MRT",NA,NA,NA,NA
"3495",1983,"1.6725",NA,"MRT",NA,NA,NA,NA
"3496",1982,"1.62512",NA,"MRT",NA,NA,NA,NA
"3497",1981,"1.57894",NA,"MRT",NA,NA,NA,NA
"3498",1980,"1.53409",NA,"MRT",NA,NA,NA,NA
"3499",2017,"1.267",NA,"MUS",NA,NA,NA,NA
"3500",2016,"1.26347",NA,"MUS",NA,NA,NA,NA
"3501",2015,"1.26261",NA,"MUS",NA,NA,NA,NA
"3502",2014,"1.26093",NA,"MUS",NA,NA,NA,NA
"3503",2013,"1.25865",NA,"MUS",NA,NA,NA,NA
"3504",2012,"1.25588",1.03852,"MUS",NA,NA,NA,NA
"3505",2011,"1.2524",NA,"MUS",NA,NA,NA,NA
"3506",2010,"1.2504",NA,"MUS",NA,NA,NA,NA
"3507",2009,"1.24743",NA,"MUS",NA,NA,NA,NA
"3508",2008,"1.24412",NA,"MUS",NA,NA,NA,NA
"3509",2007,"1.23963",NA,"MUS",NA,NA,NA,NA
"3510",2006,"1.234",0.777835,"MUS",NA,NA,NA,NA
"3511",2005,"1.22825",NA,"MUS",NA,NA,NA,NA
"3512",2004,"1.221",NA,"MUS",NA,NA,NA,NA
"3513",2003,"1.21337",NA,"MUS",NA,NA,NA,NA
"3514",2002,"1.20462",NA,"MUS",NA,NA,NA,NA
"3515",2001,"1.19629",NA,"MUS",NA,NA,NA,NA
"3516",2000,"1.18687",NA,"MUS",NA,NA,NA,NA
"3517",1999,"1.17527",NA,"MUS",NA,NA,NA,NA
"3518",1998,"1.16042",NA,"MUS",NA,NA,NA,NA
"3519",1997,"1.14828",NA,"MUS",NA,NA,NA,NA
"3520",1996,"1.134",NA,"MUS",NA,NA,NA,NA
"3521",1995,"1.12246",NA,"MUS",NA,NA,NA,NA
"3522",1994,"1.11285",NA,"MUS",NA,NA,NA,NA
"3523",1993,"1.09737",NA,"MUS",NA,NA,NA,NA
"3524",1992,"1.08444",NA,"MUS",NA,NA,NA,NA
"3525",1991,"1.07027",NA,"MUS",NA,NA,NA,NA
"3526",1990,"1.05878",NA,"MUS",NA,NA,NA,NA
"3527",1989,"1.05126",NA,"MUS",NA,NA,NA,NA
"3528",1988,"1.04324",NA,"MUS",NA,NA,NA,NA
"3529",1987,"1.03608",NA,"MUS",NA,NA,NA,NA
"3530",1986,"1.02836",NA,"MUS",NA,NA,NA,NA
"3531",1985,"1.02053",NA,"MUS",NA,NA,NA,NA
"3532",1984,"1.01222",NA,"MUS",NA,NA,NA,NA
"3533",1983,"1.00169",NA,"MUS",NA,NA,NA,NA
"3534",1982,"0.992521",NA,"MUS",NA,NA,NA,NA
"3535",1981,"0.980462",NA,"MUS",NA,NA,NA,NA
"3536",1980,"0.966039",NA,"MUS",NA,NA,NA,NA
"3537",2017,"129.163",NA,"MEX",NA,NA,NA,NA
"3538",2016,"127.54",1.18315,"MEX",NA,NA,NA,NA
"3539",2015,"125.891",NA,"MEX",NA,NA,NA,NA
"3540",2014,"124.222",1.12269,"MEX",NA,NA,NA,NA
"3541",2013,"122.536",NA,"MEX",NA,NA,NA,NA
"3542",2012,"120.828",1.04194,"MEX",NA,NA,NA,NA
"3543",2011,"119.09",NA,"MEX",NA,NA,NA,NA
"3544",2010,"117.319",0.963436,"MEX",NA,NA,NA,NA
"3545",2009,"115.505",NA,"MEX",NA,NA,NA,NA
"3546",2008,"113.662",0.884336,"MEX",NA,NA,NA,NA
"3547",2007,"111.836",NA,"MEX",NA,NA,NA,NA
"3548",2006,"110.092",0.805189,"MEX",NA,NA,NA,NA
"3549",2005,"108.472",0.778217,"MEX",NA,NA,NA,NA
"3550",2004,"106.996",0.748652,"MEX",NA,NA,NA,NA
"3551",2003,"105.64",NA,"MEX",NA,NA,NA,NA
"3552",2002,"104.356",0.686506,"MEX",NA,NA,NA,NA
"3553",2001,"103.067",NA,"MEX",NA,NA,NA,NA
"3554",2000,"101.72",0.615616,"MEX",NA,NA,NA,NA
"3555",1999,"100.301",NA,"MEX",NA,NA,NA,NA
"3556",1998,"98.8215",0.483909,"MEX",NA,NA,NA,NA
"3557",1997,"97.2817",NA,"MEX",NA,NA,NA,NA
"3558",1996,"95.6875",0.351559,"MEX",NA,NA,NA,NA
"3559",1995,"94.0456",NA,"MEX",NA,NA,NA,NA
"3560",1994,"92.3491",0.190145,"MEX",NA,NA,NA,NA
"3561",1993,"90.6005",NA,"MEX",NA,NA,NA,NA
"3562",1992,"88.8283",0.162509,"MEX",NA,NA,NA,NA
"3563",1991,"87.0715",NA,"MEX",NA,NA,NA,NA
"3564",1990,"85.3579",NA,"MEX",NA,NA,NA,NA
"3565",1989,"83.6979",0.0909959,"MEX",NA,NA,NA,NA
"3566",1988,"82.0839",NA,"MEX",NA,NA,NA,NA
"3567",1987,"80.5031",NA,"MEX",NA,NA,NA,NA
"3568",1986,"78.9341",NA,"MEX",NA,NA,NA,NA
"3569",1985,"77.3607",NA,"MEX",NA,NA,NA,NA
"3570",1984,"75.7806",0.0053651,"MEX",NA,NA,NA,NA
"3571",1983,"74.1965",NA,"MEX",NA,NA,NA,NA
"3572",1982,"72.6025",NA,"MEX",NA,NA,NA,NA
"3573",1981,"70.9922",NA,"MEX",NA,NA,NA,NA
"3574",1980,"69.3609",NA,"MEX",NA,NA,NA,NA
"3575",2017,"0.106",NA,"FSM","0.0820991","0.0239009",NA,NA
"3576",2016,"0.104937",NA,"FSM","0.0813461","0.0235909",NA,NA
"3577",2015,"0.104433",NA,"FSM","0.0810149","0.0234181",NA,NA
"3578",2014,"0.104015",NA,"FSM","0.0807385","0.0232765",NA,NA
"3579",2013,"0.103702",1.08567,"FSM","0.0805329","0.0231691",NA,NA
"3580",2012,"0.103503",NA,"FSM","0.0804042","0.0230988",NA,NA
"3581",2011,"0.103468",NA,"FSM","0.0803915","0.0230765",NA,NA
"3582",2010,"0.103616",NA,"FSM","0.0805117","0.0231043",NA,NA
"3583",2009,"0.10396",NA,"FSM","0.0807717","0.0231883",NA,NA
"3584",2008,"0.104478",NA,"FSM","0.0811679","0.0233101",NA,NA
"3585",2007,"0.105078",NA,"FSM","0.0816277","0.0234503",NA,NA
"3586",2006,"0.105684",NA,"FSM","0.0820911","0.0235929",NA,NA
"3587",2005,"0.106196",0.746272,"FSM","0.0824824","0.0237136",NA,NA
"3588",2004,"0.106577",NA,"FSM","0.0827784","0.0237986",NA,NA
"3589",2003,"0.106816",NA,"FSM","0.082964","0.023852",NA,NA
"3590",2002,"0.106983",NA,"FSM","0.0830937","0.0238893",NA,NA
"3591",2001,"0.107165",NA,"FSM","0.0832351","0.0239299",NA,NA
"3592",2000,"0.107432",0.698327,"FSM","0.0834424","0.0239896",NA,NA
"3593",1999,"0.107816",NA,"FSM","0.0832889","0.0245271",NA,NA
"3594",1998,"0.108238",NA,"FSM","0.0830034","0.0252346",NA,NA
"3595",1997,"0.108502",NA,"FSM","0.082582","0.02592",NA,NA
"3596",1996,"0.108344",NA,"FSM","0.081829","0.026515",NA,NA
"3597",1995,"0.107556",NA,"FSM","0.0805939","0.0269621",NA,NA
"3598",1994,"0.106057",NA,"FSM","0.0789552","0.0271018",NA,NA
"3599",1993,"0.103934",NA,"FSM","0.0773061","0.0266279",NA,NA
"3600",1992,"0.101413",NA,"FSM","0.0753641","0.0260489",NA,NA
"3601",1991,"0.098799",NA,"FSM","0.0733563","0.0254427",NA,NA
"3602",1990,"0.096331",NA,"FSM","0.0714603","0.0248707",NA,NA
"3603",1989,"0.094091",NA,"FSM","0.0697365","0.0243545",NA,NA
"3604",1988,"0.092021",NA,"FSM","0.0681416","0.0238794",NA,NA
"3605",1987,"0.09002",NA,"FSM","0.0666004","0.0234196",NA,NA
"3606",1986,"0.087948",NA,"FSM","0.0650085","0.0229395",NA,NA
"3607",1985,"0.085686",NA,"FSM","0.06328","0.022406",NA,NA
"3608",1984,"0.08324",NA,"FSM","0.0614178","0.0218222",NA,NA
"3609",1983,"0.080678",NA,"FSM","0.0594734","0.0212046",NA,NA
"3610",1982,"0.078059",NA,"FSM","0.0574905","0.0205685",NA,NA
"3611",1981,"0.075462",NA,"FSM","0.0555272","0.0199348",NA,NA
"3612",1980,"0.072964",NA,"FSM","0.0536687","0.0192953",NA,NA
"3613",2017,"3.544",NA,"MDA",NA,NA,NA,NA
"3614",2016,"3.552",1.34263,"MDA",NA,NA,NA,NA
"3615",2015,"3.55411",1.26206,"MDA",NA,NA,NA,NA
"3616",2014,"3.5564",1.15069,"MDA",NA,NA,NA,NA
"3617",2013,"3.55857",1.09497,"MDA",NA,NA,NA,NA
"3618",2012,"3.55952",1.0464,"MDA",NA,NA,NA,NA
"3619",2011,"3.55999",1,"MDA",NA,NA,NA,NA
"3620",2010,"3.56205",0.929276,"MDA",NA,NA,NA,NA
"3621",2009,"3.5656",0.865633,"MDA",NA,NA,NA,NA
"3622",2008,"3.57011",0.866141,"MDA",NA,NA,NA,NA
"3623",2007,"3.57691",0.767195,"MDA",NA,NA,NA,NA
"3624",2006,"3.58521",0.684168,"MDA",NA,NA,NA,NA
"3625",2005,"3.59519",0.606134,"MDA",NA,NA,NA,NA
"3626",2004,"3.60395",0.542325,"MDA",NA,NA,NA,NA
"3627",2003,"3.61287",0.482156,"MDA",NA,NA,NA,NA
"3628",2002,"3.62306",0.431948,"MDA",NA,NA,NA,NA
"3629",2001,"3.63146",0.410389,"MDA",NA,NA,NA,NA
"3630",2000,"3.63959",0.374319,"MDA",NA,NA,NA,NA
"3631",1999,"3.647",0.285422,"MDA",NA,NA,NA,NA
"3632",1998,"3.65273",0.205089,"MDA",NA,NA,NA,NA
"3633",1997,"3.65421",0.190273,"MDA",NA,NA,NA,NA
"3634",1996,"3.66775",NA,"MDA",NA,NA,NA,NA
"3635",1995,"3.6751",NA,"MDA",NA,NA,NA,NA
"3636",1994,"3.691",NA,"MDA",NA,NA,NA,NA
"3637",1993,"3.701",NA,"MDA",NA,NA,NA,NA
"3638",1992,"3.706",NA,"MDA",NA,NA,NA,NA
"3639",1991,"3.704",NA,"MDA",NA,NA,NA,NA
"3640",1990,"3.696",NA,"MDA",NA,NA,NA,NA
"3641",1989,"3.681",NA,"MDA",NA,NA,NA,NA
"3642",1988,"3.66",NA,"MDA",NA,NA,NA,NA
"3643",1987,"3.633",NA,"MDA",NA,NA,NA,NA
"3644",1986,"3.602",NA,"MDA",NA,NA,NA,NA
"3645",1985,"3.57",NA,"MDA",NA,NA,NA,NA
"3646",1984,"3.536",NA,"MDA",NA,NA,NA,NA
"3647",1983,"3.5",NA,"MDA",NA,NA,NA,NA
"3648",1982,"3.464",NA,"MDA",NA,NA,NA,NA
"3649",1981,"3.429",NA,"MDA",NA,NA,NA,NA
"3650",1980,"3.396",NA,"MDA",NA,NA,NA,NA
"3651",2017,"3.076",NA,"MNG",NA,NA,NA,NA
"3652",2016,"3.0274",1.50123,"MNG",NA,NA,NA,NA
"3653",2015,"2.97688",NA,"MNG",NA,NA,NA,NA
"3654",2014,"2.9239",1.41144,"MNG",NA,NA,NA,NA
"3655",2013,"2.86911",NA,"MNG",NA,NA,NA,NA
"3656",2012,"2.81423",1.14984,"MNG",NA,NA,NA,NA
"3657",2011,"2.76152",1,"MNG",NA,NA,NA,NA
"3658",2010,"2.71265",0.913375,"MNG",NA,NA,NA,NA
"3659",2009,"2.66829",NA,"MNG",NA,NA,NA,NA
"3660",2008,"2.62813",NA,"MNG",NA,NA,NA,NA
"3661",2007,"2.59167",0.702057,"MNG",NA,NA,NA,NA
"3662",2006,"2.55801",NA,"MNG",NA,NA,NA,NA
"3663",2005,"2.52645",NA,"MNG",NA,NA,NA,NA
"3664",2004,"2.49683",NA,"MNG",NA,NA,NA,NA
"3665",2003,"2.46929",NA,"MNG",NA,NA,NA,NA
"3666",2002,"2.44366",0.424442,"MNG",NA,NA,NA,NA
"3667",2001,"2.41978",NA,"MNG",NA,NA,NA,NA
"3668",2000,"2.39744",NA,"MNG",NA,NA,NA,NA
"3669",1999,"2.37616",NA,"MNG",NA,NA,NA,NA
"3670",1998,"2.35559",0.329682,"MNG",NA,NA,NA,NA
"3671",1997,"2.3357",NA,"MNG",NA,NA,NA,NA
"3672",1996,"2.31657",NA,"MNG",NA,NA,NA,NA
"3673",1995,"2.29804",0.150295,"MNG",NA,NA,NA,NA
"3674",1994,"2.2805",NA,"MNG",NA,NA,NA,NA
"3675",1993,"2.2632",NA,"MNG",NA,NA,NA,NA
"3676",1992,"2.2435",NA,"MNG",NA,NA,NA,NA
"3677",1991,"2.21792",NA,"MNG",NA,NA,NA,NA
"3678",1990,"2.18415",NA,"MNG",NA,NA,NA,NA
"3679",1989,"2.14101",NA,"MNG",NA,NA,NA,NA
"3680",1988,"2.08971",NA,"MNG",NA,NA,NA,NA
"3681",1987,"2.03334",NA,"MNG",NA,NA,NA,NA
"3682",1986,"1.97631",NA,"MNG",NA,NA,NA,NA
"3683",1985,"1.92188",NA,"MNG",NA,NA,NA,NA
"3684",1984,"1.87109",NA,"MNG",NA,NA,NA,NA
"3685",1983,"1.82322",NA,"MNG",NA,NA,NA,NA
"3686",1982,"1.77773",NA,"MNG",NA,NA,NA,NA
"3687",1981,"1.73348",NA,"MNG",NA,NA,NA,NA
"3688",1980,"1.68962",NA,"MNG",NA,NA,NA,NA
"3689",2017,"0.623",NA,"MNE",NA,NA,NA,NA
"3690",2016,"0.622781",NA,"MNE",NA,NA,NA,NA
"3691",2015,"0.622159",NA,"MNE",NA,NA,NA,NA
"3692",2014,"0.62181",1.05686,"MNE",NA,NA,NA,NA
"3693",2013,"0.621207",1.06443,"MNE",NA,NA,NA,NA
"3694",2012,"0.620601",1.04145,"MNE",NA,NA,NA,NA
"3695",2011,"0.620079",1,"MNE",NA,NA,NA,NA
"3696",2010,"0.619428",0.966649,"MNE",NA,NA,NA,NA
"3697",2009,"0.618294",0.960359,"MNE",NA,NA,NA,NA
"3698",2008,"0.616969",0.928182,"MNE",NA,NA,NA,NA
"3699",2007,"0.615875",0.853432,"MNE",NA,NA,NA,NA
"3700",2006,"0.615025",0.817878,"MNE",NA,NA,NA,NA
"3701",2005,"0.614261",0.794639,"MNE",NA,NA,NA,NA
"3702",2004,"0.613353",NA,"MNE",NA,NA,NA,NA
"3703",2003,"0.612267",NA,"MNE",NA,NA,NA,NA
"3704",2002,"0.609828",NA,"MNE",NA,NA,NA,NA
"3705",2001,"0.607389",NA,"MNE",NA,NA,NA,NA
"3706",2000,"0.60495",NA,"MNE",NA,NA,NA,NA
"3707",1999,"0.606001",NA,"MNE",NA,NA,NA,NA
"3708",1998,"0.607662",NA,"MNE",NA,NA,NA,NA
"3709",1997,"0.60952",NA,"MNE",NA,NA,NA,NA
"3710",1996,"0.611003",NA,"MNE",NA,NA,NA,NA
"3711",1995,"0.611712",NA,"MNE",NA,NA,NA,NA
"3712",1994,"0.611389",NA,"MNE",NA,NA,NA,NA
"3713",1993,"0.61017",NA,"MNE",NA,NA,NA,NA
"3714",1992,"0.608516",NA,"MNE",NA,NA,NA,NA
"3715",1991,"0.607105",NA,"MNE",NA,NA,NA,NA
"3716",1990,"0.606372",NA,"MNE",NA,NA,NA,NA
"3717",1989,"0.606571",NA,"MNE",NA,NA,NA,NA
"3718",1988,"0.607413",NA,"MNE",NA,NA,NA,NA
"3719",1987,"0.608144",NA,"MNE",NA,NA,NA,NA
"3720",1986,"0.607711",NA,"MNE",NA,NA,NA,NA
"3721",1985,"0.605398",NA,"MNE",NA,NA,NA,NA
"3722",1984,"0.600884",NA,"MNE",NA,NA,NA,NA
"3723",1983,"0.594506",NA,"MNE",NA,NA,NA,NA
"3724",1982,"0.587001",NA,"MNE",NA,NA,NA,NA
"3725",1981,"0.579445",NA,"MNE",NA,NA,NA,NA
"3726",1980,"0.572608",NA,"MNE",NA,NA,NA,NA
"3727",2017,"35.74",NA,"MAR",NA,NA,NA,NA
"3728",2016,"35.2768",NA,"MAR",NA,NA,NA,NA
"3729",2015,"34.8033",NA,"MAR",NA,NA,NA,NA
"3730",2014,"34.3181",NA,"MAR",NA,NA,NA,NA
"3731",2013,"33.8248",1.03412,"MAR",NA,NA,NA,NA
"3732",2012,"33.3338",NA,"MAR",NA,NA,NA,NA
"3733",2011,"32.8588",NA,"MAR",NA,NA,NA,NA
"3734",2010,"32.4096",NA,"MAR",NA,NA,NA,NA
"3735",2009,"31.9899",NA,"MAR",NA,NA,NA,NA
"3736",2008,"31.5969",NA,"MAR",NA,NA,NA,NA
"3737",2007,"31.2259",NA,"MAR",NA,NA,NA,NA
